1248;10000143;4;9920
1248;10000144;4;23262
1248;10000194;2;28550
1248;10000294;1;10677
1248;10000301;6;64038
1248;10000466;9;175500
1248;10000655;25;124875
1248;10000766;1;2394000
1248;10001355;20;128360
1248;10001947;50;965000
1248;10001961;10;62880
1248;10000007;1016;530941
1248;10000008;9;138536
1248;10000013;12;194802
1248;10000014;7;111856
1248;10000015;17;110153
1248;10000016;9;55107
1248;10000017;30;183839
1248;10000018;4;32178
1248;10000019;36;257492
1248;10000020;31;191320
1248;10000021;12;104374
1248;10000022;91;862341
1248;10000023;140;942504
1248;10000024;49;445895
1248;10000025;64;668507
1248;10000026;69;681652
1248;10000027;53;517487
1248;10000028;27;262950
1248;10000029;54;586438
1248;10000034;4;74429
1248;10000043;83;516132
1248;10000044;7;110953
1248;10000050;7;170043
1248;10000051;22;144657
1248;10000053;65;699121
1248;10000054;79;1502632
1248;10000062;60;112705
1248;10000067;75;107865
1248;10000071;8;5733111
1248;10000072;15;123072
1248;10000098;7;90620
1248;10000131;1;1730
1248;10000138;3;4522
1248;10000141;5;8908
1248;10000142;7;12246
1248;10000143;71;125368
1248;10000144;38;66669
1248;10000146;17;130358
1248;10000147;29;259812
1248;10000148;30;566450
1248;10000167;10;199934
1248;10000169;9;148437
1248;10000208;9;64618
1248;10000214;9;75756
1248;10000215;3;25713
1248;10000216;8;67095
1248;10000241;5;20403
1248;10000242;2;6580
1248;10000273;18;128218
1248;10000296;31;231094
1248;10000297;16;134155
1248;10000298;5;8900
1248;10000300;17;143763
1248;10000301;16;134979
1248;10000331;5;34922
1248;10000333;1;8571
1248;10000397;20;329860
1248;10000399;7;131514
1248;10000405;11741;11762828
1248;10000408;604;9065611
1248;10000409;229;3860338
1248;10000413;58;1523253
1248;10000417;51;1269114
1248;10000425;81;4311725
1248;10000426;34;1131282
1248;10000427;2;30640
1248;10000428;1;24492
1248;10000431;15;680438
1248;10000440;244;10027185
1248;10000456;16;35849477
1248;10000457;1686,94;17771835
1248;10000458;49;514599
1248;10000462;46;195638
1248;10000463;428;3548405
1248;10000464;163;339318
1248;10000465;1;373823
1248;10000466;40;514028
1248;10000467;96;746880
1248;10000468;38;9414317
1248;10000471;2;1093738
1248;10000473;53;2138246
1248;10000475;3;1508644
1248;10000486;13;1060947
1248;10000491;2;4329793
1248;10000492;2;3288910
1248;10000506;52;1593493
1248;10000507;183;1547663
1248;10000528;2;239288
1248;10000531;11;19294
1248;10000532;37;64412
1248;10000561;2;5512290
1248;10000630;280;103857
1248;10000632;133;1541257
1248;10000660;274;8850748
1248;10000696;4;24042
1248;10000700;3872;31083808
1248;10000708;1;1315
1248;10000709;4;51632
1248;10000710;3;5179
1248;10000734;7;441000
1248;10000736;1;62750
1248;10000766;3;4893465
1248;10000768;10;965594
1248;10000773;1;20329
1248;10000775;32;1412148
1248;10000791;12;389675
1248;10000795;3927;16606142
1248;10000796;80;382859
1248;10000807;6;913123
1248;10000809;9821;1290273
1248;10000834;58;15362
1248;10000843;48;2183708
1248;10000967;8;126628
1248;10000968;27;430433
1248;10000969;7;56813
1248;10000971;31;705439
1248;10000972;16;231275
1248;10000973;46;808074
1248;10000977;9;462595
1248;10000978;24;544413
1248;10000979;4;90153
1248;10000980;66;104949
1248;10000982;1;67829
1248;10000983;23;473788
1248;10000984;389;5056487
1248;10000985;3228,391;5782951
1248;10000986;69;347023
1248;10000987;7;148847
1248;10000989;23347,382;75370817
1248;10000994;34683,878;67599992
1248;10000995;14269;73570570
1248;10000996;34371,008;56583207
1248;10001001;19;26163009
1248;10001038;13;9474626
1248;10001356;22;1732933
1248;10001383;2117;838535
1248;10001451;52;11986483
1248;10001455;2;143329
1248;10001456;15;1198549
1248;10001470;3080;6747740
1248;10001526;36;187023350
1248;10001561;5;120462
1248;10001563;6;220055
1248;10001564;5286;14543207
1248;10001565;3867;12560784
1248;10001566;661;2237197
1248;10001568;1774;6047361
1248;10001572;34471,953;187863635
1248;10001614;153;1606396
1248;10001615;38;462697
1248;10001616;12;387755
1248;10001617;2;40608
1248;10001618;7;88635
1248;10001619;30;592610
1248;10001620;2;43923
1248;10001649;1656;13539200
1248;10001670;29;2427638
1248;10001819;13;21467077
1248;10001820;13;21317153
1248;10001822;3;5113517
1248;10001823;1;1661140
1248;10001824;6;9934849
1248;10001825;27;29809681
1248;10001828;15;163161
1248;10001829;11;1690636
1248;10001873;39;24611441
1248;10001946;67;16473387
1248;10001948;21;7655549
1248;10002039;48;1736754
1248;10002050;19;212737
1248;10003413;9;3256197
1248;10003439;46;164121
1248;10003441;6;12740
1248;10003442;64;177809
1248;10003448;17;14322700
1248;10003528;6416;18495268
1248;10003744;19;189344
1248;10003842;31;680205
1248;10003843;79;1950060
1248;10003844;47;1383525
1248;10003845;61;2038001
1248;10004064;28;11720399
1248;10004065;28;13069591
1248;10004066;28;10348240
1248;10004074;16;5413187
1248;10004075;13;1432548
1248;10004076;20;106232640
1248;10004077;2;4957051
1248;10004078;4;4136175
1248;10004080;15;11234784
1248;10004081;6;4803901
1248;10004102;30;43481621
1248;10004103;27;40303622
1248;10004104;42;36104861
1248;10004105;108;92194418
1248;10004111;97;425818
1248;10004113;4;14036
1248;10004114;37;135814
1248;10004115;32;118869
1248;10004116;156;662532
1248;10004117;135;557021
1248;10004118;172;815110
1248;10004119;95;369005
1248;10004120;101;466682
1248;10004121;62;227699
1248;10004122;113;437664
1248;10004123;83;502038
1248;10004124;72;440785
1248;10004125;80;522896
1248;10004126;97;630440
1248;10004127;98;1614293
1248;10004128;95;1565469
1248;10004129;156;2609856
1248;10004130;83;1344090
1248;10004131;96;1580655
1248;10004132;97;1596822
1248;10004133;101;1696939
1248;10004134;56;842055
1248;10004135;99;1717675
1248;10004136;52;876261
1248;10004137;58;1127207
1248;10004138;55;939861
1248;10004139;55;971190
1248;10004140;64;1100332
1248;10004141;95;1763550
1248;10004142;95;1753073
1248;10004143;98;1799630
1248;10004144;74;1513202
1248;10004145;131;2577465
1248;10004146;167;3295457
1248;10004147;86;2095768
1248;10004148;121;2763747
1248;10004149;109;2407440
1248;10004150;106;2402916
1248;10004152;15;281635
1248;10004153;49;914087
1248;10004154;77;1453998
1248;10004155;20;379714
1248;10004156;23;428854
1248;10004157;31;566768
1248;10004158;50;902166
1248;10004159;104;1920434
1248;10004160;110;1868292
1248;10004161;101;1899729
1248;10004162;60;1143979
1248;10004163;67;1858715
1248;10004164;81;4847823
1248;10004165;127;7568995
1248;10004167;49;3012672
1248;10004168;111;6330626
1248;10004169;37;2290314
1248;10004170;129;4225606
1248;10004171;51;1469616
1248;10004172;49;1440365
1248;10004173;139;3960933
1248;10004174;78;2185800
1248;10004175;68;2044921
1248;10004176;82;4167055
1248;10004177;267;11127101
1248;10004178;74;3143659
1248;10004179;83;3508169
1248;10004180;36;1616071
1248;10004181;70;444470
1248;10004182;21;136244
1248;10004184;121;886991
1248;10004187;30;191214
1248;10004188;35;221796
1248;10004189;110;722008
1248;10004190;162;1085318
1248;10004191;191;1393683
1248;10004234;18;17969422
1248;10004803;40;510366
1248;10004902;4;444865
1248;10004923;3;1085399
1248;10004924;34;18297301
1248;10004925;40;24761700
1248;10000683;51;4732715
1248;10004497;10;2908809
1248;10005092;6;39678564
1248;10002051;18;232662
1248;10003347;10;58572385
1248;10000073;2;43861167
1248;10001000;10;17140179
1248;10004076;2;11668658
1248;10000996;13420;23873458
1248;10000071;9;2495806
1248;10000469;2;834343
1248;10000648;2002;11555327
1248;10000650;17;1026742
1248;10000651;2525;21402284
1248;10000653;1216;13956193
1248;10000655;1045;16406975
1248;10000658;130;323012
1248;10000659;845;2981341
1248;10000661;2173;8701370
1248;10000662;355;2049770
1248;10000666;1740;8704826
1248;10000668;246;1420367
1248;10000689;145;1360784
1248;10000664;116;282039
1248;10000665;1307;5821155
1248;10000508;19070;1412739
1248;10000522;61;2798833
1248;10000524;132;627180
1248;10000525;71;252935
1248;10000526;32;234764
1248;10000633;114;3436224
1248;10000634;42;1098118
1248;10000636;93;2862135
1248;10000681;3889;116489
1248;10000682;10;1090667
1248;10000697;11;151635
1248;10000703;12;664772
1248;10000727;82;1275259
1248;10000728;2;32968
1248;10000814;31;59197
1248;10000831;1;18921
1248;10000953;100;100
1248;10000816;4;523120
1248;646;1;134893
1248;12647;2;1053200
1250;10000141;2;6306
1250;10000294;6;64062
1250;10000300;6;77898
1250;10000301;7;74711
1250;10001383;756;521384
1250;10001961;21;132048
1250;10000007;176;91974
1250;10000008;10;153929
1250;10000012;5;78915
1250;10000013;10;162335
1250;10000014;6;95877
1250;10000015;15;97194
1250;10000016;12;73476
1250;10000017;1;6128
1250;10000018;13;104578
1250;10000019;4;28610
1250;10000020;19;117261
1250;10000021;5;43489
1250;10000022;19;180049
1250;10000023;24;161572
1250;10000025;7;73118
1250;10000026;16;158064
1250;10000027;3;29292
1250;10000028;14;136344
1250;10000029;22;238919
1250;10000032;8;131583
1250;10000034;4;74429
1250;10000043;18;111932
1250;10000044;12;190205
1250;10000051;6;39452
1250;10000052;1;9205
1250;10000053;8;86046
1250;10000054;16;304330
1250;10000067;18;25888
1250;10000072;7;57434
1250;10000097;10;85077
1250;10000098;7;90620
1250;10000115;2;3521
1250;10000125;4;6719
1250;10000141;4;7126
1250;10000146;8;61345
1250;10000148;10;188817
1250;10000294;1;12992
1250;10000296;1;7455
1250;10000297;12;100616
1250;10000298;4;7120
1250;10000398;3;62287
1250;10000399;2;37576
1250;10000405;1880;1883495
1250;10000407;70;696081
1250;10000408;68;1020632
1250;10000413;10;262630
1250;10000425;4;212925
1250;10000431;1;45363
1250;10000436;4;1031318
1250;10000456;4;8962369
1250;10000457;1134;11946638
1250;10000458;4;42008
1250;10000462;20;85060
1250;10000463;387;3208488
1250;10000464;87;181108
1250;10000465;1;373823
