1249;10004169;20;1238007
1249;10000008;17;280604
1249;10000012;11;198078
1249;10000013;8;152259
1249;10000014;6;89007
1249;10000015;20;127210
1249;10000016;21;131425
1249;10000017;25;198021
1249;10000018;44;420848
1249;10000019;13;90435
1249;10000020;23;190755
1249;10000021;3;21702
1249;10000022;13;108145
1249;10000023;19;155331
1249;10000024;31;300491
1249;10000025;28;318094
1249;10000026;39;428893
1249;10000027;23;241437
1249;10000028;39;566808
1249;10000029;41;665415
1249;10000032;18;624325
1249;10000034;21;385044
1249;10000041;2;71311
1249;10000043;14;107779
1249;10000044;18;329647
1249;10000050;17;633701
1249;10000051;23;98443
1249;10000052;15;135993
1249;10000053;10;106276
1249;10000054;59;684168
1249;10000061;16;62857
1249;10000066;1;1685
1249;10000072;10;54054
1249;10000083;30;251080
1249;10000097;1;7705
1249;10000120;25;50611
1249;10000125;33;112292
1249;10000126;33;50750
1249;10000128;29;70563
1249;10000129;65;110439
1249;10000132;8;14451
1249;10000133;8;13367
1249;10000134;6;10284
1249;10000135;29;45728
1249;10000136;51;74709
1249;10000137;58;103779
1249;10000138;26;40479
1249;10000139;19;49038
1249;10000140;3;36467
1249;10000143;23;43852
1249;10000144;3;8574
1249;10000145;23;203338
1249;10000146;15;114001
1249;10000147;9;73106
1249;10000148;31;632038
1249;10000150;47;658282
1249;10000151;15;206699
1249;10000152;16;279026
1249;10000153;29;329933
1249;10000154;6;16180
1249;10000155;25;76882
1249;10000156;27;74378
1249;10000157;37;536154
1249;10000158;3;6569
1249;10000159;58;702467
1249;10000160;24;259056
1249;10000161;50;609087
1249;10000162;24;168451
1249;10000163;2;5801
1249;10000164;39;473712
1249;10000165;41;528680
1249;10000167;11;221265
1249;10000168;9;183123
1249;10000169;1;20623
1249;10000175;17;91601
1249;10000176;6;46904
1249;10000177;7;14903
1249;10000178;4;43332
1249;10000179;20;386961
1249;10000192;4;42018
1249;10000193;67;652766
1249;10000194;3;27866
1249;10000195;8;38304
1249;10000196;5;27737
1249;10000198;10;54649
1249;10000199;8;43760
1249;10000200;8;54540
1249;10000201;6;68547
1249;10000202;8;45122
1249;10000203;8;45054
1249;10000204;13;71634
1249;10000205;8;42535
1249;10000206;8;46635
1249;10000209;2;21655
1249;10000210;18;99152
1249;10000215;1;10823
1249;10000216;13;121011
1249;10000217;16;377600
1249;10000218;12;244594
1249;10000220;9;101618
1249;10000221;11;150314
1249;10000222;13;140780
1249;10000223;16;178304
1249;10000224;18;203796
1249;10000225;4;44920
1249;10000226;2;23210
1249;10000227;3;52437
1249;10000228;3;51015
1249;10000230;5;54166
1249;10000232;2;26712
1249;10000233;8;86665
1249;10000234;3;33966
1249;10000237;14;151664
1249;10000238;1;10833
1249;10000240;17;73432
1249;10000241;16;135538
1249;10000242;4;31911
1249;10000244;10;108680
1249;10000245;22;79937
1249;10000246;10;171090
1249;10000247;37;784067
1249;10000248;63;182512
1249;10000249;31;136591
1249;10000250;32;330944
1249;10000251;31;392384
1249;10000252;45;490702
1249;10000253;40;529780
1249;10000254;9;182397
1249;10000255;15;115058
1249;10000256;9;19628
1249;10000257;8;17375
1249;10000258;8;63312
1249;10000259;6;42378
1249;10000267;8;91226
1249;10000269;21;209105
1249;10000270;31;292154
1249;10000271;8;82212
1249;10000272;6;66750
1249;10000276;7;30871
1249;10000277;4;18677
1249;10000278;6;18500
1249;10000280;5;70935
1249;10000281;5;26246
1249;10000282;5;15268
1249;10000283;8;36004
1249;10000284;5;10135
1249;10000285;3;9922
1249;10000286;8;32291
1249;10000287;7;19036
1249;10000294;11;142866
1249;10000297;13;142357
1249;10000298;24;71245
1249;10000299;5;52934
1249;10000300;14;139488
1249;10000301;10;104629
1249;10000302;24;155463
1249;10000303;25;221623
1249;10000304;4;35640
1249;10000305;5;44570
1249;10000306;10;45227
1249;10000307;17;182036
1249;10000308;10;135000
1249;10000309;16;344320
1249;10000310;12;213185
1249;10000311;10;165812
1249;10000312;20;226440
1249;10000313;4;48094
1249;10000314;8;86533
1249;10000315;3;33909
1249;10000316;2;21667
1249;10000317;13;27677
1249;10000318;4;8516
1249;10000319;5;36150
1249;10000320;13;27677
1249;10000321;7;58002
1249;10000322;7;54943
1249;10000323;5;42605
1249;10000324;2;21732
1249;10000326;9;102843
1249;10000327;6;73794
1249;10000328;4;44378
1249;10000333;2;21666
1249;10000334;6;74538
1249;10000336;10;107763
1249;10000337;18;39092
1249;10000338;23;66336
1249;10000339;22;59400
1249;10000341;16;45415
1249;10000342;6;67794
1249;10000343;46;127289
1249;10000344;18;48600
1249;10000345;12;32765
1249;10000346;25;69838
1249;10000347;4;45288
1249;10000349;1;11301
1249;10000350;2;21822
1249;10000351;19;54369
1249;10000352;22;62978
1249;10000353;15;47794
1249;10000354;41;481063
1249;10000355;9;101453
1249;10000356;39;106954
1249;10000357;3;48789
1249;10000358;18;308952
1249;10000360;35;395762
1249;10000361;1;12406
1249;10000362;13;158590
1249;10000363;11;123442
1249;10000364;16;96396
1249;10000365;3;33966
1249;10000366;4;51912
1249;10000367;30;372951
1249;10000368;15;41649
1249;10000369;4;8516
1249;10000370;15;109515
1249;10000371;14;31214
1249;10000372;54;642925
1249;10000387;3;34974
1249;10000388;12;195090
1249;10000390;15;259348
1249;10000391;5;88900
1249;10000392;1;24440
1249;10000393;2;49180
1249;10000397;18;574843
1249;10000398;14;301680
1249;10000399;27;532892
1249;10000425;50;1650834
1249;10000426;10;295490
1249;10000427;10;191653
1249;10000428;28;458897
1249;10000436;12;2762544
1249;10000440;10;381931
1249;10000442;17;2806839
1249;10000456;2;3740555
1249;10000459;29;65198
1249;10000460;15;45878
1249;10000468;17;3555250
1249;10000486;10;919455
1249;10000487;1;627634
1249;10000491;2;2554787
1249;10000507;98;492997
1249;10000508;8787;663659
1249;10000526;28;216239
1249;10000528;2;223944
1249;10000531;7;36610
